Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MZ516134,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU01A-0124-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2019-12-03,,"Human respiratory syncytial virus A isolate UU01A-0124-V02, complete genome"
MZ516135,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU01A-0035-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15271,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-11-26,,"Human respiratory syncytial virus B isolate UU01A-0035-V02, complete genome"
MZ516136,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0064-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),14901,GenBank,partial,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-12-13,,"Human respiratory syncytial virus B isolate UU02-0064-V01, partial genome"
MZ516137,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-9328-D02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-11-24,,"Human respiratory syncytial virus A isolate OX02-9328-D02, complete genome"
MZ516138,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0169-D02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15227,GenBank,partial,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2020-02-07,,"Human respiratory syncytial virus A isolate UU02-0169-D02, partial genome"
MZ516139,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8714-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15277,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-11-19,,"Human respiratory syncytial virus B isolate OX02-8714-V01, complete genome"
MZ516140,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE01A-0123-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2019-12-30,,"Human respiratory syncytial virus B isolate SE01A-0123-V02, complete genome"
MZ516142,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE02-0015-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15278,GenBank,partial,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2019-11-19,,"Human respiratory syncytial virus A isolate SE02-0015-V01, partial genome"
MZ516143,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE01A-0135-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2019-12-30,,"Human respiratory syncytial virus B isolate SE01A-0135-V02, complete genome"
MZ151849,,"Dubovitskiy,N.A., Sobolev,I.A., Kurskaya,O.G., Anoshina,A.V., Leonova,N.V., Murashkina,T.A., Solomatina,M.V., Derko,A.A., Saroyan,T.A., Kabilov,M.R., Tupikin,A.E., Sharshov,K.A., Shestopalov,A.M.",2021-08-09T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15154,GenBank,complete,,,,Russia,Russia,,Homo sapiens,,2019-11-20,,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/76Hp/2019, complete genome"
MZ151850,,"Dubovitskiy,N.A., Sobolev,I.A., Kurskaya,O.G., Anoshina,A.V., Leonova,N.V., Murashkina,T.A., Solomatina,M.V., Derko,A.A., Saroyan,T.A., Kabilov,M.R., Tupikin,A.E., Sharshov,K.A., Shestopalov,A.M.",2021-08-09T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15155,GenBank,complete,,,,Russia,Russia,,Homo sapiens,,2019-11-27,,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/103Hp/2019, complete genome"
MZ151851,,"Dubovitskiy,N.A., Sobolev,I.A., Kurskaya,O.G., Anoshina,A.V., Leonova,N.V., Murashkina,T.A., Solomatina,M.V., Derko,A.A., Saroyan,T.A., Kabilov,M.R., Tupikin,A.E., Sharshov,K.A., Shestopalov,A.M.",2021-08-09T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),14983,GenBank,complete,,,,Russia,Russia,,Homo sapiens,,2019-11-19,,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/73Hp/2019, complete genome"
MZ151852,,"Dubovitskiy,N.A., Sobolev,I.A., Kurskaya,O.G., Simkina,O.A., Komissarova,T.V., Murashkina,T.A., Solomatina,M.V., Derko,A.A., Saroyan,T.A., Kabilov,M.R., Tupikin,A.E., Sharshov,K.A., Shestopalov,A.M.",2021-08-09T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),14963,GenBank,complete,,,,Russia,Russia,,Homo sapiens,,2020-01-30,,"Human respiratory syncytial virus A strain RSVA/Novosibirsk/8.62Hp/2020, complete genome"
MZ151853,,"Dubovitskiy,N.A., Sobolev,I.A., Kurskaya,O.G., Simkina,O.A., Komissarova,T.V., Murashkina,T.A., Solomatina,M.V., Derko,A.A., Saroyan,T.A., Kabilov,M.R., Tupikin,A.E., Sharshov,K.A., Shestopalov,A.M.",2021-08-09T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),14891,GenBank,complete,,,,Russia,Russia,,Homo sapiens,,2020-01-30,,"Human respiratory syncytial virus A strain RSVA/Novosibirsk/8.62Hl/2020, complete genome"
MZ151854,,"Dubovitskiy,N.A., Sobolev,I.A., Kurskaya,O.G., Simkina,O.A., Komissarova,T.V., Murashkina,T.A., Solomatina,M.V., Derko,A.A., Saroyan,T.A., Kabilov,M.R., Tupikin,A.E., Sharshov,K.A., Shestopalov,A.M.",2021-08-09T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),14959,GenBank,complete,,,,Russia,Russia,,Homo sapiens,,2020-01-27,,"Human respiratory syncytial virus A strain RSVA/Novosibirsk/8.46Hl/2020, complete genome"
MZ151855,,"Dubovitskiy,N.A., Sobolev,I.A., Kurskaya,O.G., Anoshina,A.V., Leonova,N.V., Murashkina,T.A., Solomatina,M.V., Derko,A.A., Saroyan,T.A., Kabilov,M.R., Tupikin,A.E., Sharshov,K.A., Shestopalov,A.M.",2021-08-09T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),14959,GenBank,complete,,,,Russia,Russia,,Homo sapiens,,2020-01-24,,"Human respiratory syncytial virus A strain RSVA/Novosibirsk/7.63Hl/2020, complete genome"
MZ151856,,"Dubovitskiy,N.A., Sobolev,I.A., Kurskaya,O.G., Simkina,O.A., Komissarova,T.V., Murashkina,T.A., Solomatina,M.V., Derko,A.A., Saroyan,T.A., Kabilov,M.R., Tupikin,A.E., Sharshov,K.A., Shestopalov,A.M.",2021-08-09T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15156,GenBank,complete,,,,Russia,Russia,,Homo sapiens,,2020-01-30,,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/8.59Hl/2020, complete genome"
MZ151857,,"Dubovitskiy,N.A., Sobolev,I.A., Kurskaya,O.G., Simkina,O.A., Komissarova,T.V., Murashkina,T.A., Solomatina,M.V., Derko,A.A., Saroyan,T.A., Kabilov,M.R., Tupikin,A.E., Sharshov,K.A., Shestopalov,A.M.",2021-08-09T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),8394,GenBank,partial,,,,Russia,Russia,,Homo sapiens,,2020-01-30,,"Human respiratory syncytial virus B strain RSVB/Novosibirsk/8.59Hp/2020, partial genome"
MW455129,,"Lin,J., Wu,Y., Shi,W., Yang,S., Xie,Y.",2021-07-22T00:00:00Z,ZS2018RSV01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,GenBank,partial,,,,China: Zhongshan City,China,,Homo sapiens,,2018-01-15,,"Human respiratory syncytial virus A isolate ZS2018RSV01 attachment glycoprotein (G) gene, complete cds"
MW455130,,"Lin,J., Wu,Y., Shi,W., Yang,S., Xie,Y.",2021-07-22T00:00:00Z,ZS2018RSV02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,GenBank,partial,,,,China: Zhongshan City,China,,Homo sapiens,,2018-02-07,,"Human respiratory syncytial virus A isolate ZS2018RSV02 attachment glycoprotein (G) gene, complete cds"
MW455131,,"Lin,J., Wu,Y., Shi,W., Yang,S., Xie,Y.",2021-07-22T00:00:00Z,ZS2018RSV03,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,GenBank,partial,,,,China: Zhongshan City,China,,Homo sapiens,,2018-03-13,,"Human respiratory syncytial virus A isolate ZS2018RSV03 attachment glycoprotein (G) gene, complete cds"
MW455132,,"Lin,J., Wu,Y., Shi,W., Yang,S., Xie,Y.",2021-07-22T00:00:00Z,ZS2018RSV04,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,GenBank,partial,,,,China: Zhongshan City,China,,Homo sapiens,,2018-04-09,,"Human respiratory syncytial virus A isolate ZS2018RSV04 attachment glycoprotein (G) gene, complete cds"
MW455134,,"Lin,J., Wu,Y., Shi,W., Yang,S., Xie,Y.",2021-07-22T00:00:00Z,ZS2018RSV06,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,GenBank,partial,,,,China: Zhongshan City,China,,Homo sapiens,,2018-10-18,,"Human respiratory syncytial virus A isolate ZS2018RSV06 attachment glycoprotein (G) gene, complete cds"
MW455135,,"Lin,J., Wu,Y., Shi,W., Yang,S., Xie,Y.",2021-07-22T00:00:00Z,ZS2018RSV07,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,GenBank,partial,,,,China: Zhongshan City,China,,Homo sapiens,,2018-03-29,,"Human respiratory syncytial virus A isolate ZS2018RSV07 attachment glycoprotein (G) gene, complete cds"
MW026970,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,324/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-05,,"Human respiratory syncytial virus A isolate 324/2018 attachment glycoprotein (G) gene, partial cds"
MW026971,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,565/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 565/2018 attachment glycoprotein (G) gene, partial cds"
MW026972,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,633/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 633/2018 attachment glycoprotein (G) gene, partial cds"
MW026979,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,74/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-03,,"Human respiratory syncytial virus A isolate 74/2018 attachment glycoprotein (G) gene, partial cds"
MW026980,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,699/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 699/2018 attachment glycoprotein (G) gene, partial cds"
MW026981,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,19/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-01,,"Human respiratory syncytial virus A isolate 19/2018 attachment glycoprotein (G) gene, partial cds"
MW026982,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,104/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-03,,"Human respiratory syncytial virus A isolate 104/2018 attachment glycoprotein (G) gene, partial cds"
MW026983,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,148/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-04,,"Human respiratory syncytial virus A isolate 148/2018 attachment glycoprotein (G) gene, partial cds"
MW026984,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,468/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 468/2018 attachment glycoprotein (G) gene, partial cds"
MW026985,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,94/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-03,,"Human respiratory syncytial virus A isolate 94/2018 attachment glycoprotein (G) gene, partial cds"
MW026986,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,208/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-04,,"Human respiratory syncytial virus A isolate 208/2018 attachment glycoprotein (G) gene, partial cds"
MW026987,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,89/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-03,,"Human respiratory syncytial virus A isolate 89/2018 attachment glycoprotein (G) gene, partial cds"
MW026988,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,417/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-05,,"Human respiratory syncytial virus A isolate 417/2018 attachment glycoprotein (G) gene, partial cds"
MW026989,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,379/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-05,,"Human respiratory syncytial virus A isolate 379/2018 attachment glycoprotein (G) gene, partial cds"
MW026990,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,100/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-03,,"Human respiratory syncytial virus A isolate 100/2018 attachment glycoprotein (G) gene, partial cds"
MW026991,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.",2021-04-30T00:00:00Z,41/2018,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,GenBank,partial,,,,Brazil,Brazil,,Homo sapiens,,2018-02,,"Human respiratory syncytial virus A isolate 41/2018 attachment glycoprotein (G) gene, partial cds"
MW282979,,"Chen,L.",2021-04-12T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),306,GenBank,partial,,,,China,China,,Homo sapiens,oronasopharynx,2018-01-03,,"Human respiratory syncytial virus B strain RSV/B/HuzhouS2018038/CHN attachment glycoprotein gene, partial cds"
MW282980,,"Chen,L.",2021-04-12T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),309,GenBank,partial,,,,China,China,,Homo sapiens,oronasopharynx,2018-01-24,,"Human respiratory syncytial virus B strain RSV/B/HuzhouS2018064/CHN attachment glycoprotein gene, partial cds"
MW282981,,"Chen,L.",2021-04-12T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),309,GenBank,partial,,,,China,China,,Homo sapiens,oronasopharynx,2018-02-05,,"Human respiratory syncytial virus B strain RSV/B/HuzhouS2018122/CHN attachment glycoprotein gene, partial cds"
MW282982,,"Chen,L.",2021-04-12T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),375,GenBank,partial,,,,China,China,,Homo sapiens,oronasopharynx,2018-02-16,,"Human respiratory syncytial virus B strain RSV/B/HuzhouS2018154/CHN attachment glycoprotein gene, partial cds"
MW282983,,"Chen,L.",2021-04-12T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),321,GenBank,partial,,,,China,China,,Homo sapiens,oronasopharynx,2019-01-04,,"Human respiratory syncytial virus B strain RSV/B/HuzhouS2019014/CHN attachment glycoprotein gene, partial cds"
MW282984,,"Chen,L.",2021-04-12T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),273,GenBank,partial,,,,China,China,,Homo sapiens,oronasopharynx,2019-01-10,,"Human respiratory syncytial virus B strain RSV/B/HuzhouS2019020/CHN attachment glycoprotein gene, partial cds"
MW282985,,"Chen,L.",2021-04-12T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),296,GenBank,partial,,,,China,China,,Homo sapiens,oronasopharynx,2019-01-14,,"Human respiratory syncytial virus B strain RSV/B/HuzhouS2019232/CHN attachment glycoprotein gene, partial cds"
MW282986,,"Chen,L.",2021-04-12T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),312,GenBank,partial,,,,China,China,,Homo sapiens,oronasopharynx,2019-02-14,,"Human respiratory syncytial virus B strain RSV/B/HuzhouS2019244/CHN attachment glycoprotein gene, partial cds"
MW282987,,"Chen,L.",2021-04-12T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),309,GenBank,partial,,,,China,China,,Homo sapiens,oronasopharynx,2019-11-14,,"Human respiratory syncytial virus B strain RSV/B/HuzhouS2019248/CHN attachment glycoprotein gene, partial cds"
MT236156,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),768,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10433/2019 attachment glycoprotein (G) gene, partial cds"
MT236157,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),768,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10249/2019 attachment glycoprotein (G) gene, partial cds"
MT236158,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),714,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10523/2019 attachment glycoprotein (G) gene, partial cds"
MT236159,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),768,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10398/2019 attachment glycoprotein (G) gene, partial cds"
MT236160,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),768,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10407/2019 attachment glycoprotein (G) gene, partial cds"
MT236161,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),675,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10395/2019 attachment glycoprotein (G) gene, partial cds"
MT236162,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),768,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10390/2019 attachment glycoprotein (G) gene, partial cds"
MT236163,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),768,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10388/2019 attachment glycoprotein (G) gene, partial cds"
MT236164,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),768,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10382/2019 attachment glycoprotein (G) gene, partial cds"
MT236165,,"Dorlass,E.G., Mesquita,F.S., Thomazelli,L.M., Durigon,E.L., Oliveira,D.B.",2021-03-20T00:00:00Z,,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),768,GenBank,partial,,,,"Brazil: Sao Paulo, SP",Brazil,,Homo sapiens,oronasopharynx,2019,,"Human respiratory syncytial virus A strain RSVA/SaoPaulo/LVCM10352/2019 attachment glycoprotein (G) gene, partial cds"
