Disease	Gene symbol	Inheritance	Inheritance detail	OMIM_ID	T cell count	B cell count	Immunoglobulin levels	Neutrophil count	Other affected cells	Associated features	Major category	Subcategory	ICD9	ICD10	HPO (table)	HPO (subtable)	UniProt	Ensembl	OMIM	GWAS	omni	gnomAD r2 GRCh37	gnomAD r3 GRCh38	pdb	HGNC	ORPHA	HPO	AmiGo	Alpha Fold	Gemma	ClinGen
CANDLE chronic atypical neutrophilic dermatitis with lipodystrophy	PSMB8	AR	NA	256040	NA	NA	NA	NA	NA	Contractures, panniculitis, ICC, fevers	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	695.18	L98.2	HP:0002721	HP:0012490	uniprot.org/PSMB8	ensembl.org/PSMB8	omim.org/PSMB8	GWAS/PSMB8	omni/PSMB8	gnomad.org/r2PSMB8	gnomad.org/r3PSMB8	rcsb.org/PSMB8	genenames.org/PSMB8	hpo/ORPHA/PSMB8	hpo.jax.org/PSMB8	amigo.org/PSMB8	alphafold/PSMB8	gemma/PSMB8	clinicalgenome.org/PSMB8
CANDLE chronic atypical neutrophilic dermatitis with lipodystrophy	PSMB8	AD	NA	256040	NA	NA	NA	NA	NA	Contractures, panniculitis, ICC, fevers	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	695.18	L98.2	HP:0002721	HP:0012490	uniprot.org/PSMB8	ensembl.org/PSMB8	omim.org/PSMB8	GWAS/PSMB8	omni/PSMB8	gnomad.org/r2PSMB8	gnomad.org/r3PSMB8	rcsb.org/PSMB8	genenames.org/PSMB8	hpo/ORPHA/PSMB8	hpo.jax.org/PSMB8	amigo.org/PSMB8	alphafold/PSMB8	gemma/PSMB8	clinicalgenome.org/PSMB8
PRAAS -like condition	PSMB9	AD	GOF	NA	Mild pancytopenia	Mild pancytopenia	Variable	Mild pancytopenia	NA	Severe autoinflammatory phenotype neonatal-onset fever, a chilblain-like skin rash, myositis, severe pulmonary hypertension, basal ganglia calcification, periodic inflammatory exacerbation.  Immunodeficiency. Elevated levels of inflammatory cytokines (IL-6, IL-18, IP-10, IFN-a) and in blood and CSF.  High LFTs. Hyperactivation of IFN-a, pSTAT1.	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	NA	NA	NA	NA	uniprot.org/PSMB9	ensembl.org/PSMB9	omim.org/PSMB9	GWAS/PSMB9	omni/PSMB9	gnomad.org/r2PSMB9	gnomad.org/r3PSMB9	rcsb.org/PSMB9	genenames.org/PSMB9	hpo/ORPHA/PSMB9	hpo.jax.org/PSMB9	amigo.org/PSMB9	alphafold/PSMB9	gemma/PSMB9	clinicalgenome.org/PSMB9
CANDLE chronic atypical neutrophilic dermatitis with lipodystrophy	PSMG2	AR	NA	609702	Normal	Normal	Normal	Normal	NA	Panniculitis, lipodystrophy, autoimmune hemolytic anemia	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	695.18	L98.2	HP:0002721	HP:0012490	uniprot.org/PSMG2	ensembl.org/PSMG2	omim.org/PSMG2	GWAS/PSMG2	omni/PSMG2	gnomad.org/r2PSMG2	gnomad.org/r3PSMG2	rcsb.org/PSMG2	genenames.org/PSMG2	hpo/ORPHA/PSMG2	hpo.jax.org/PSMG2	amigo.org/PSMG2	alphafold/PSMG2	gemma/PSMG2	clinicalgenome.org/PSMG2
Pyogenic sterile arthritis, pyoderma gangrenosum, acne PAPA syndrome, hyperzincemia and hypercalprotectinemia	PSTPIP1	AD	NA	604416	Normal	Normal	Normal	Normal	Hematopoietic tissues, upregulated in activated T-cells	Destructive arthritis, inflammatory skin rash, myositis	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	710.8	M04.8	HP:0002721	HP:0001954	uniprot.org/PSTPIP1	ensembl.org/PSTPIP1	omim.org/PSTPIP1	GWAS/PSTPIP1	omni/PSTPIP1	gnomad.org/r2PSTPIP1	gnomad.org/r3PSTPIP1	rcsb.org/PSTPIP1	genenames.org/PSTPIP1	hpo/ORPHA/PSTPIP1	hpo.jax.org/PSTPIP1	amigo.org/PSTPIP1	alphafold/PSTPIP1	gemma/PSTPIP1	clinicalgenome.org/PSTPIP1
Cherubism	SH3BP2	AD	NA	118400	NA	NA	NA	NA	Stroma cells, bone cells	Bone degeneration in jaws	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	710.8	M04.8	HP:0002721	HP:0000277	uniprot.org/SH3BP2	ensembl.org/SH3BP2	omim.org/SH3BP2	GWAS/SH3BP2	omni/SH3BP2	gnomad.org/r2SH3BP2	gnomad.org/r3SH3BP2	rcsb.org/SH3BP2	genenames.org/SH3BP2	hpo/ORPHA/SH3BP2	hpo.jax.org/SH3BP2	amigo.org/SH3BP2	alphafold/SH3BP2	gemma/SH3BP2	clinicalgenome.org/SH3BP2
Hyperpigmentation hypertrichosis, histiocytosis-lymphadenopathy plus syndrome SLC29A3 mutation	SLC29A3	AR	NA	602782	NA	NA	NA	NA	Leukocytes, bone cells	Hyperpigmentation, hypertrichosis, histiocytosis, lymphadenopathy , clinodactyly, short stature, red cell aplasia	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	710.8	M04.8	HP:0002721	HP:0000998	uniprot.org/SLC29A3	ensembl.org/SLC29A3	omim.org/SLC29A3	GWAS/SLC29A3	omni/SLC29A3	gnomad.org/r2SLC29A3	gnomad.org/r3SLC29A3	rcsb.org/SLC29A3	genenames.org/SLC29A3	hpo/ORPHA/SLC29A3	hpo.jax.org/SLC29A3	amigo.org/SLC29A3	alphafold/SLC29A3	gemma/SLC29A3	clinicalgenome.org/SLC29A3
SYK disease	SYK	AD	GOF	NA	NA	NA	Low IgG, IgM	NA	NA	Immune deficiency/recurrent infections, multi-organ inflammatory disease colitis, arthritis, dermatitis, inflammation in multiple tissues (gut, skin, CNS, lung, liver). Diffuse large B cell lymphoma. High WBC counts, CRP	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	NA	NA	NA	NA	uniprot.org/SYK	ensembl.org/SYK	omim.org/SYK	GWAS/SYK	omni/SYK	gnomad.org/r2SYK	gnomad.org/r3SYK	rcsb.org/SYK	genenames.org/SYK	hpo/ORPHA/SYK	hpo.jax.org/SYK	amigo.org/SYK	alphafold/SYK	gemma/SYK	clinicalgenome.org/SYK
A20 deficiency	TNFAIP3	AD	NA	616744	NA	NA	NA	NA	Lymphocytes	Arthralgia, mucosal ulcers, ocular inflammation 	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	710.8	M04.8	HP:0002721	HP:0100533	uniprot.org/TNFAIP3	ensembl.org/TNFAIP3	omim.org/TNFAIP3	GWAS/TNFAIP3	omni/TNFAIP3	gnomad.org/r2TNFAIP3	gnomad.org/r3TNFAIP3	rcsb.org/TNFAIP3	genenames.org/TNFAIP3	hpo/ORPHA/TNFAIP3	hpo.jax.org/TNFAIP3	amigo.org/TNFAIP3	alphafold/TNFAIP3	gemma/TNFAIP3	clinicalgenome.org/TNFAIP3
NEMO-NDAS	IKBKG	XL	females_affected	NA	NA	NA	Low IgG	NA	NA	Panniculitis, fevers, lipodystrophy, conical teeth, arthritis, CNS inflammation	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	710.8	M04.8	HP:0002721	HP:0100533	uniprot.org/IKBKG	ensembl.org/IKBKG	omim.org/IKBKG	GWAS/IKBKG	omni/IKBKG	gnomad.org/r2IKBKG	gnomad.org/r3IKBKG	rcsb.org/IKBKG	genenames.org/IKBKG	hpo/ORPHA/IKBKG	hpo.jax.org/IKBKG	amigo.org/IKBKG	alphafold/IKBKG	gemma/IKBKG	clinicalgenome.org/IKBKG
TBK1 disorder	TBK1	AR	NA	NA	NA	NA	NA	NA	NA	Arthritis, vasculitis, fever, rash, developmental delay, basal ganglia calcification	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	710.8	M04.8	HP:0002721	HP:0100533	uniprot.org/TBK1	ensembl.org/TBK1	omim.org/TBK1	GWAS/TBK1	omni/TBK1	gnomad.org/r2TBK1	gnomad.org/r3TBK1	rcsb.org/TBK1	genenames.org/TBK1	hpo/ORPHA/TBK1	hpo.jax.org/TBK1	amigo.org/TBK1	alphafold/TBK1	gemma/TBK1	clinicalgenome.org/TBK1
TNF receptor-associated periodic syndrome TRAPS	TNFRSF1A	AD	NA	142680	Normal	Normal	Normal	Normal	PMNs, monocytes	Recurrent fever, serositis, rash, and ocular or joint inflammation	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	710.8	M04.8	HP:0002721	HP:0001954	uniprot.org/TNFRSF1A	ensembl.org/TNFRSF1A	omim.org/TNFRSF1A	GWAS/TNFRSF1A	omni/TNFRSF1A	gnomad.org/r2TNFRSF1A	gnomad.org/r3TNFRSF1A	rcsb.org/TNFRSF1A	genenames.org/TNFRSF1A	hpo/ORPHA/TNFRSF1A	hpo.jax.org/TNFRSF1A	amigo.org/TNFRSF1A	alphafold/TNFRSF1A	gemma/TNFRSF1A	clinicalgenome.org/TNFRSF1A
TRIM22	TRIM22	AR	NA	606559	Normal	Normal	Normal	Normal	Macrophages, intestinal epithelial cells	Granulomatous colitis	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions	558.9	K52.3	HP:0002721	HP:0002037	uniprot.org/TRIM22	ensembl.org/TRIM22	omim.org/TRIM22	GWAS/TRIM22	omni/TRIM22	gnomad.org/r2TRIM22	gnomad.org/r3TRIM22	rcsb.org/TRIM22	genenames.org/TRIM22	hpo/ORPHA/TRIM22	hpo.jax.org/TRIM22	amigo.org/TRIM22	alphafold/TRIM22	gemma/TRIM22	clinicalgenome.org/TRIM22
C1q deficiency due to defects in C1QA	C1QA	AR	NA	120550	Normal	Normal	Normal	Normal	NA	SLE, infections with encapsulated organisms	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C1QA	ensembl.org/C1QA	omim.org/C1QA	GWAS/C1QA	omni/C1QA	gnomad.org/r2C1QA	gnomad.org/r3C1QA	rcsb.org/C1QA	genenames.org/C1QA	hpo/ORPHA/C1QA	hpo.jax.org/C1QA	amigo.org/C1QA	alphafold/C1QA	gemma/C1QA	clinicalgenome.org/C1QA
C1q deficiency due to defects in C1QB	C1QB	AR	NA	120570	Normal	Normal	Normal	Normal	NA	SLE, infections with encapsulated organisms	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C1QB	ensembl.org/C1QB	omim.org/C1QB	GWAS/C1QB	omni/C1QB	gnomad.org/r2C1QB	gnomad.org/r3C1QB	rcsb.org/C1QB	genenames.org/C1QB	hpo/ORPHA/C1QB	hpo.jax.org/C1QB	amigo.org/C1QB	alphafold/C1QB	gemma/C1QB	clinicalgenome.org/C1QB
C1q deficiency due to defects in C1QC	C1QC	AR	NA	120575	Normal	Normal	Normal	Normal	NA	SLE, infections with encapsulated organisms	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C1QC	ensembl.org/C1QC	omim.org/C1QC	GWAS/C1QC	omni/C1QC	gnomad.org/r2C1QC	gnomad.org/r3C1QC	rcsb.org/C1QC	genenames.org/C1QC	hpo/ORPHA/C1QC	hpo.jax.org/C1QC	amigo.org/C1QC	alphafold/C1QC	gemma/C1QC	clinicalgenome.org/C1QC
C1r deficiency	C1R	AR	NA	613785	Normal	Normal	Normal	Normal	NA	SLE, infections with encapsulated organisms, Ehlers Danlos phenotype	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C1R	ensembl.org/C1R	omim.org/C1R	GWAS/C1R	omni/C1R	gnomad.org/r2C1R	gnomad.org/r3C1R	rcsb.org/C1R	genenames.org/C1R	hpo/ORPHA/C1R	hpo.jax.org/C1R	amigo.org/C1R	alphafold/C1R	gemma/C1R	clinicalgenome.org/C1R
C1r Periodontal Ehlers Danlos	C1R	AD	GOF	613785	Normal	Normal	Normal	Normal	NA	Normal CH50, Hyperpigmentation, skin fragility	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0000704	uniprot.org/C1R	ensembl.org/C1R	omim.org/C1R	GWAS/C1R	omni/C1R	gnomad.org/r2C1R	gnomad.org/r3C1R	rcsb.org/C1R	genenames.org/C1R	hpo/ORPHA/C1R	hpo.jax.org/C1R	amigo.org/C1R	alphafold/C1R	gemma/C1R	clinicalgenome.org/C1R
C1s deficiency	C1S	AR	NA	120580	Normal	Normal	Normal	Normal	NA	SLE, infections with encapsulated organisms, Ehlers Danlos phenotype	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C1S	ensembl.org/C1S	omim.org/C1S	GWAS/C1S	omni/C1S	gnomad.org/r2C1S	gnomad.org/r3C1S	rcsb.org/C1S	genenames.org/C1S	hpo/ORPHA/C1S	hpo.jax.org/C1S	amigo.org/C1S	alphafold/C1S	gemma/C1S	clinicalgenome.org/C1S
C1s Periodontal Ehlers Danlos	C1S	AD	GOF	613785	Normal	Normal	Normal	Normal	NA	Normal CH50, Hyperpigmentation, skin fragility	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0000704	uniprot.org/C1S	ensembl.org/C1S	omim.org/C1S	GWAS/C1S	omni/C1S	gnomad.org/r2C1S	gnomad.org/r3C1S	rcsb.org/C1S	genenames.org/C1S	hpo/ORPHA/C1S	hpo.jax.org/C1S	amigo.org/C1S	alphafold/C1S	gemma/C1S	clinicalgenome.org/C1S
C2 deficiency	C2	AR	NA	217000	Normal	Normal	Normal	Normal	NA	SLE, infections with encapsulated organisms, atherosclerosis	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C2	ensembl.org/C2	omim.org/C2	GWAS/C2	omni/C2	gnomad.org/r2C2	gnomad.org/r3C2	rcsb.org/C2	genenames.org/C2	hpo/ORPHA/C2	hpo.jax.org/C2	amigo.org/C2	alphafold/C2	gemma/C2	clinicalgenome.org/C2
C3 deficiency LOF	C3	AR	NA	120700	Normal	Normal	Normal	Normal	NA	Infections , glomerulonephritis, atypical hemolytic-uremic syndrome with GOF mutations.	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C3	ensembl.org/C3	omim.org/C3	GWAS/C3	omni/C3	gnomad.org/r2C3	gnomad.org/r3C3	rcsb.org/C3	genenames.org/C3	hpo/ORPHA/C3	hpo.jax.org/C3	amigo.org/C3	alphafold/C3	gemma/C3	clinicalgenome.org/C3
C3 GOF	C3	AD	GOF	120700	Normal	Normal	Normal	Normal	NA	Atypical hemolytic-uremic syndrome , dense deposit disease	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C3	ensembl.org/C3	omim.org/C3	GWAS/C3	omni/C3	gnomad.org/r2C3	gnomad.org/r3C3	rcsb.org/C3	genenames.org/C3	hpo/ORPHA/C3	hpo.jax.org/C3	amigo.org/C3	alphafold/C3	gemma/C3	clinicalgenome.org/C3
Complete C4 deficiency	C4A+C4B	AR	NA	120810	Normal	Normal	Normal	Normal	NA	SLE, infections with encapsulated organisms , partial deficiency is common either C4A or C4B and appears to have a modest effect on host defense	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C4A+C4B	ensembl.org/C4A+C4B	omim.org/C4A+C4B	GWAS/C4A+C4B	omni/C4A+C4B	gnomad.org/r2C4A+C4B	gnomad.org/r3C4A+C4B	rcsb.org/C4A+C4B	genenames.org/C4A+C4B	hpo/ORPHA/C4A+C4B	hpo.jax.org/C4A+C4B	amigo.org/C4A+C4B	alphafold/C4A+C4B	gemma/C4A+C4B	clinicalgenome.org/C4A+C4B
C5 deficiency	C5	AR	NA	120900	Normal	Normal	Normal	Normal	NA	Disseminated neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C5	ensembl.org/C5	omim.org/C5	GWAS/C5	omni/C5	gnomad.org/r2C5	gnomad.org/r3C5	rcsb.org/C5	genenames.org/C5	hpo/ORPHA/C5	hpo.jax.org/C5	amigo.org/C5	alphafold/C5	gemma/C5	clinicalgenome.org/C5
C6 deficiency	C6	AR	NA	217050	Normal	Normal	Normal	Normal	NA	Disseminated neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C6	ensembl.org/C6	omim.org/C6	GWAS/C6	omni/C6	gnomad.org/r2C6	gnomad.org/r3C6	rcsb.org/C6	genenames.org/C6	hpo/ORPHA/C6	hpo.jax.org/C6	amigo.org/C6	alphafold/C6	gemma/C6	clinicalgenome.org/C6
C7 deficiency	C7	AR	NA	217070	Normal	Normal	Normal	Normal	NA	Disseminated neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C7	ensembl.org/C7	omim.org/C7	GWAS/C7	omni/C7	gnomad.org/r2C7	gnomad.org/r3C7	rcsb.org/C7	genenames.org/C7	hpo/ORPHA/C7	hpo.jax.org/C7	amigo.org/C7	alphafold/C7	gemma/C7	clinicalgenome.org/C7
C8a deficiency	C8A	AR	NA	120950	Normal	Normal	Normal	Normal	NA	Disseminated neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C8A	ensembl.org/C8A	omim.org/C8A	GWAS/C8A	omni/C8A	gnomad.org/r2C8A	gnomad.org/r3C8A	rcsb.org/C8A	genenames.org/C8A	hpo/ORPHA/C8A	hpo.jax.org/C8A	amigo.org/C8A	alphafold/C8A	gemma/C8A	clinicalgenome.org/C8A
C8b deficiency	C8B	AR	NA	120960	Normal	Normal	Normal	Normal	NA	Disseminated neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C8B	ensembl.org/C8B	omim.org/C8B	GWAS/C8B	omni/C8B	gnomad.org/r2C8B	gnomad.org/r3C8B	rcsb.org/C8B	genenames.org/C8B	hpo/ORPHA/C8B	hpo.jax.org/C8B	amigo.org/C8B	alphafold/C8B	gemma/C8B	clinicalgenome.org/C8B
C8g deficiency	C8G	AR	NA	120930	Normal	Normal	Normal	Normal	NA	Disseminated neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C8G	ensembl.org/C8G	omim.org/C8G	GWAS/C8G	omni/C8G	gnomad.org/r2C8G	gnomad.org/r3C8G	rcsb.org/C8G	genenames.org/C8G	hpo/ORPHA/C8G	hpo.jax.org/C8G	amigo.org/C8G	alphafold/C8G	gemma/C8G	clinicalgenome.org/C8G
C9 deficiency	C9	AR	NA	120940	Normal	Normal	Normal	Normal	NA	Mild susceptibility to disseminated neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/C9	ensembl.org/C9	omim.org/C9	GWAS/C9	omni/C9	gnomad.org/r2C9	gnomad.org/r3C9	rcsb.org/C9	genenames.org/C9	hpo/ORPHA/C9	hpo.jax.org/C9	amigo.org/C9	alphafold/C9	gemma/C9	clinicalgenome.org/C9
Membrane Cofactor Protein CD46 deficiency	CD46	AD	NA	120920	Normal	Normal	Normal	Normal	NA	Atypical hemolytic-uremic syndrome, infections, preeclampsia	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0005575	uniprot.org/CD46	ensembl.org/CD46	omim.org/CD46	GWAS/CD46	omni/CD46	gnomad.org/r2CD46	gnomad.org/r3CD46	rcsb.org/CD46	genenames.org/CD46	hpo/ORPHA/CD46	hpo.jax.org/CD46	amigo.org/CD46	alphafold/CD46	gemma/CD46	clinicalgenome.org/CD46
CD55 deficiency CHAPEL disease	CD55	AR	NA	125240	Normal	Normal	Low	Normal	NA	Protein losing enteropathy, thrombosis	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002243	uniprot.org/CD55	ensembl.org/CD55	omim.org/CD55	GWAS/CD55	omni/CD55	gnomad.org/r2CD55	gnomad.org/r3CD55	rcsb.org/CD55	genenames.org/CD55	hpo/ORPHA/CD55	hpo.jax.org/CD55	amigo.org/CD55	alphafold/CD55	gemma/CD55	clinicalgenome.org/CD55
Membrane Attack Complex Inhibitor CD59 deficiency	CD59	AR	NA	107271	Normal	Normal	Normal	Normal	NA	Hemolytic anemia, polyneuropathy, thrombosis	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0001878	uniprot.org/CD59	ensembl.org/CD59	omim.org/CD59	GWAS/CD59	omni/CD59	gnomad.org/r2CD59	gnomad.org/r3CD59	rcsb.org/CD59	genenames.org/CD59	hpo/ORPHA/CD59	hpo.jax.org/CD59	amigo.org/CD59	alphafold/CD59	gemma/CD59	clinicalgenome.org/CD59
Factor B GOF	CFB	AD	GOF	138470	Normal	Normal	Normal	Normal	NA	Atypical Hemolytic-uremic syndrome	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0005575	uniprot.org/CFB	ensembl.org/CFB	omim.org/CFB	GWAS/CFB	omni/CFB	gnomad.org/r2CFB	gnomad.org/r3CFB	rcsb.org/CFB	genenames.org/CFB	hpo/ORPHA/CFB	hpo.jax.org/CFB	amigo.org/CFB	alphafold/CFB	gemma/CFB	clinicalgenome.org/CFB
Factor B LOF	CFB	AR	NA	138470	Normal	Normal	Normal	Normal	NA	Infections with encapsulated organisms	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0005575	uniprot.org/CFB	ensembl.org/CFB	omim.org/CFB	GWAS/CFB	omni/CFB	gnomad.org/r2CFB	gnomad.org/r3CFB	rcsb.org/CFB	genenames.org/CFB	hpo/ORPHA/CFB	hpo.jax.org/CFB	amigo.org/CFB	alphafold/CFB	gemma/CFB	clinicalgenome.org/CFB
Factor D deficiency	CFD	AR	NA	134350	Normal	Normal	Normal	Normal	NA	Neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/CFD	ensembl.org/CFD	omim.org/CFD	GWAS/CFD	omni/CFD	gnomad.org/r2CFD	gnomad.org/r3CFD	rcsb.org/CFD	genenames.org/CFD	hpo/ORPHA/CFD	hpo.jax.org/CFD	amigo.org/CFD	alphafold/CFD	gemma/CFD	clinicalgenome.org/CFD
Factor H deficiency	CFH	AR	NA	134370	Normal	Normal	Normal	Normal	NA	Infections, disseminated neisserial infections, atypical Hemolytic-uremic syndrome, preeclampsia, dense deposit disease	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/CFH	ensembl.org/CFH	omim.org/CFH	GWAS/CFH	omni/CFH	gnomad.org/r2CFH	gnomad.org/r3CFH	rcsb.org/CFH	genenames.org/CFH	hpo/ORPHA/CFH	hpo.jax.org/CFH	amigo.org/CFH	alphafold/CFH	gemma/CFH	clinicalgenome.org/CFH
Factor H deficiency	CFH	AD	NA	134370	Normal	Normal	Normal	Normal	NA	Infections, disseminated neisserial infections, atypical Hemolytic-uremic syndrome, preeclampsia, dense deposit disease	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0005381	uniprot.org/CFH	ensembl.org/CFH	omim.org/CFH	GWAS/CFH	omni/CFH	gnomad.org/r2CFH	gnomad.org/r3CFH	rcsb.org/CFH	genenames.org/CFH	hpo/ORPHA/CFH	hpo.jax.org/CFH	amigo.org/CFH	alphafold/CFH	gemma/CFH	clinicalgenome.org/CFH
Factor H –related protein deficiencies	CFHR1	AR	NA	134371, 600889, 605336, 605337, 608593	Normal	Normal	Normal	Normal	NA	Older onset atypical hemolytic-uremic syndrome, disseminated neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0005575	uniprot.org/CFHR1	ensembl.org/CFHR1	omim.org/CFHR1	GWAS/CFHR1	omni/CFHR1	gnomad.org/r2CFHR1	gnomad.org/r3CFHR1	rcsb.org/CFHR1	genenames.org/CFHR1	hpo/ORPHA/CFHR1	hpo.jax.org/CFHR1	amigo.org/CFHR1	alphafold/CFHR1	gemma/CFHR1	clinicalgenome.org/CFHR1
Factor H –related protein deficiencies	CFHR1	AD	NA	134371, 600889, 605336, 605337, 608593	Normal	Normal	Normal	Normal	NA	Older onset atypical hemolytic-uremic syndrome, disseminated neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0005575	uniprot.org/CFHR1	ensembl.org/CFHR1	omim.org/CFHR1	GWAS/CFHR1	omni/CFHR1	gnomad.org/r2CFHR1	gnomad.org/r3CFHR1	rcsb.org/CFHR1	genenames.org/CFHR1	hpo/ORPHA/CFHR1	hpo.jax.org/CFHR1	amigo.org/CFHR1	alphafold/CFHR1	gemma/CFHR1	clinicalgenome.org/CFHR1
Factor I deficiency	CFI	AR	NA	217030	Normal	Normal	Normal	Normal	NA	Infections, disseminated neisserial infections, atypical Hemolytic-uremic syndrome, preeclampsia	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/CFI	ensembl.org/CFI	omim.org/CFI	GWAS/CFI	omni/CFI	gnomad.org/r2CFI	gnomad.org/r3CFI	rcsb.org/CFI	genenames.org/CFI	hpo/ORPHA/CFI	hpo.jax.org/CFI	amigo.org/CFI	alphafold/CFI	gemma/CFI	clinicalgenome.org/CFI
Properdin deficiency	CFP	XL	NA	300383	Normal	Normal	Normal	Normal	NA	Neisserial infections	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/CFP	ensembl.org/CFP	omim.org/CFP	GWAS/CFP	omni/CFP	gnomad.org/r2CFP	gnomad.org/r3CFP	rcsb.org/CFP	genenames.org/CFP	hpo/ORPHA/CFP	hpo.jax.org/CFP	amigo.org/CFP	alphafold/CFP	gemma/CFP	clinicalgenome.org/CFP
Ficolin 3 deficiency	FCN3	AR	NA	604973	Normal	Normal	Normal	Normal	NA	Respiratory infections, abscesses	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/FCN3	ensembl.org/FCN3	omim.org/FCN3	GWAS/FCN3	omni/FCN3	gnomad.org/r2FCN3	gnomad.org/r3FCN3	rcsb.org/FCN3	genenames.org/FCN3	hpo/ORPHA/FCN3	hpo.jax.org/FCN3	amigo.org/FCN3	alphafold/FCN3	gemma/FCN3	clinicalgenome.org/FCN3
MASP2 deficiency	MASP2	AR	NA	605102	Normal	Normal	Normal	Normal	NA	Pyogenic infections, inflammatory lung disease, autoimmunity	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0002718	uniprot.org/MASP2	ensembl.org/MASP2	omim.org/MASP2	GWAS/MASP2	omni/MASP2	gnomad.org/r2MASP2	gnomad.org/r3MASP2	rcsb.org/MASP2	genenames.org/MASP2	hpo/ORPHA/MASP2	hpo.jax.org/MASP2	amigo.org/MASP2	alphafold/MASP2	gemma/MASP2	clinicalgenome.org/MASP2
C1 inhibitor deficiency	SERPING1	AD	NA	606860	Normal	Normal	Normal	Normal	NA	Hereditary angioedema	Table 8 Complement Deficiencies	NA	279.8	D84.1	HP:0002721	HP:0100665	uniprot.org/SERPING1	ensembl.org/SERPING1	omim.org/SERPING1	GWAS/SERPING1	omni/SERPING1	gnomad.org/r2SERPING1	gnomad.org/r3SERPING1	rcsb.org/SERPING1	genenames.org/SERPING1	hpo/ORPHA/SERPING1	hpo.jax.org/SERPING1	amigo.org/SERPING1	alphafold/SERPING1	gemma/SERPING1	clinicalgenome.org/SERPING1
